DATE,YEAR,TYPE,COUNTRY,AREA,LOCATION,ACTIVITY,INJURY,FATAL (Y/N),SPECIES ,MONTH,ACTIVITY_TYPE,SPECIES
-Dec-1954,1954.0,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,swimming,FATAL,Y,,Dec,Swiming,unknown
9-Dec-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kila Beach, Port Moresby",swimming near canoe,"FATAL, abdomen & thigh bitten",Y,,Dec,Swiming,unknown
4-Dec-1954,1954.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",swimming,Shallow lacerations on torso,N,,Dec,Swiming,unknown
20-Nov-1954,1954.0,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),spearfishing,Shoulder bitten,N,"Blacktip reef shark, 1.5 m [5'] ",Nov,Fishing,blacktip shark
7-Oct-1954,1954.0,Sea Disaster,USA,Virginia,150 miles off Cape Henry,"american freighter mormackite, bound from buenos aires for baltimore, capsized & sank in heavy seas",Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man�s leg & another reported that the second cook was killed by a shark,Y,,Oct,"american freighter mormackite, bound from buenos aires for baltimore, capsized & sank in heavy seas",unknown
-Oct-1954,1954.0,Provoked,UNITED KINGDOM,Isle of Man,Off Fleetwood,fishing  (trawling),Arm broken by tail of netted shark PROVOKED INCIDENT,N,20' shark,Oct,Fishing,20' shark
2-Oct-1954,1954.0,Boating,CROATIA,Zadar County,"Lika-Senj, Pag Island",boating,No details,UNKNOWN,"White shark, 5.5 m [18']",Oct,boating,white shark
2-Oct-1954,1954.0,Invalid,JAPAN,Nagasaki Prefecture,Oomura Bay,,Body found in gut of 2000-lb white shark,UNKNOWN,Shark involvement prior to death was not confirmed,Oct,Fishing,shark involvement prior to death was not confirmed
21-Sep-1954,1954.0,Unprovoked,USA,California,"La Jolla, San Diego County",swimming,Minor bruises & abrasions on leg,N,1.5 m [5'] shark,Sep,Swiming,1.5 m [5'] shark
5-Sep-1954,1954.0,Unprovoked,HONG KONG,,Junk Bay,swimming,"FATAL, leg severely bitten",Y,,Sep,Swiming,unknown
4-Sep-1954,1954.0,Unprovoked,AUSTRALIA,Torres Strait,"Darnley Island, Torres Strait","spearfishing, hunting crayfish","FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died ",Y,9' shark,Sep,Fishing,9' shark
9955,1954.0,Unprovoked,ITALY,Liguaria,Finale Ligure,spearfishing,Abdomen injured,N,,9955,Fishing,unknown
2-Aug-1954,1954.0,Provoked,CUBA,Guantanamo Province,Boqueron,spearfishing,Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb ",Aug,Fishing,"nurse shark, 58"", 34-lb "
2-Aug-1954,1954.0,Provoked,CUBA,Guantanamo Province,Boqueron,spearfishing,Right thigh & left calf injured by speared shark  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb ",Aug,Fishing,"nurse shark, 58"", 34-lb "
30-Jul-1954,1954.0,Unprovoked,ECUADOR,Galapagos Islands,,"tuna fishing, standing on stern platform that was submerged by waves",4 lacerations on dorsum of right foot ,N,,Jul,Fishing,unknown
28-Jul-1954,1954.0,Unprovoked,SINGAPORE,,Singapore Harbor,closed circuit diving (submerged). diving to recover jettisoned packets of opium for police,"FATAL, abdomen, buttock, right thigh & hands bitten ",Y,,Jul,Diving,unknown
27-Jul-1954,1954.0,Boating,ITALY,Venice Province,Off Chioggia,fishing trawler flavio gioia ,No injury to occupants. Shark tore nets & trawl and struck boat repeatedly,UNKNOWN,5m shark,Jul,Fishing,5m shark
5-Jul-1954,1954.0,Unprovoked,THE BALKANS,Slovenia,Between Punta Grossa & Koper,swimming,FATAL,Y,,Jul,Swiming,unknown
4-Jul-1954,1954.0,Unprovoked,USA,Florida,Florida Keys,,Small wound on upper thigh,N,"Nurse shark, 2.5' ",Jul,Fishing,"nurse shark, 2.5' "
3-Jul-1954,1954.0,Unprovoked,BERMUDA,South shore ,Elbow Beach,swimming,"Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands",N,"2.4 m [8'] shark, possibly a dusky shark",Jul,Swiming,"2.4 m [8'] shark, possibly a dusky shark"
2-Jul-1954,1954.0,Unprovoked,GREECE,,Kalamata,swimming,FATAL,Y,,Jul,Swiming,unknown
-Jul-1954,1954.0,Invalid,CROATIA,,Pula,,Human remains found in shark,UNKNOWN,Shark involvement prior to death was not confirmed,Jul,Fishing,shark involvement prior to death was not confirmed
29-Jun-1954,1954.0,Provoked,USA,California,"Santa Monica, Los Angeles County",grabbed shark & threw it on deck,Right elbow & forearm lacerated  PROVOKED INCIDENT,N,,Jun,grabbed shark & threw it on deck,unknown
27-Jun-1954,1954.0,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,pearl diving from lugger whyalla,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,2.4 m [8']  shark,Jun,Diving,2.4 m [8']  shark
Jun-1954,1954.0,Unprovoked,HONG KONG,,,bathing alongside ship,"FATAL, thigh bitten ",Y,,Jun,bathing alongside ship,unknown
26-May-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,East Sepik,Wewak,"fishing / cleaning fish, dived into water to retrieve a lost fish","FATAL, decapitated ",Y,,May,Fishing,unknown
May 1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Near Madang Town,,Foot severed,N,,May,Fishing,unknown
8-Apr-1954,1954.0,Invalid,USA,Hawaii,"Wailupe, O'ahu",fishing from shore,"Body recovered, mutilated by shark/s",UNKNOWN,Shark involvement prior to death was not confirmed,Apr,Fishing,shark involvement prior to death was not confirmed
Apr-1954,1954.0,Provoked,SUDAN,Red Sea,Southern part ,spearfishing,"Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT",N,,Apr,Fishing,unknown
27-Feb-1954,1954.0,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",swimming,"FATAL, right thigh bitten ",Y,,Feb,Swiming,unknown
30-Jan-1954,1954.0,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,swimming,Abrasions to arm,N,,Jan,Swiming,unknown
22-Jan-1954,1954.0,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,spearfishing,Severe laceration to arm,N,,Jan,Fishing,unknown
22-Jan-1954,1954.0,Unprovoked,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",floating,"Arm & left calf bitten, right leg lacerated",N,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,floating,white shark
5-Jan-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",crouching in the water,Back & thighs lacerated,N,14' shark,Jan,crouching in the water,14' shark
954,1954.0,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,FATAL,Y,Bull shark suspected due to freshwater habitat,954,Fishing,bull shark
954,1954.0,Unprovoked,MARTINIQUE,,,,"Chest bruised, after shark clamped its jaws on his chest ",N,"Nurse shark, 1.8 m [6'] ",954,Fishing,"nurse shark, 1.8 m [6'] "
954,1954.0,Unprovoked,MEXICO,Baja California,,free diving,FATAL,Y,,954,Diving,unknown
954,1954.0,Unprovoked,USA,Hawaii,Moloka'i,fishing,Bitten on foot,N,a small shark',954,Fishing,a small shark'
954,1954.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Volupai, Talasea",swimming,Leg & abdomen lacerated,N,,954,Swiming,unknown
954 (same day as  1954.00.00.f),1954.0,Unprovoked,IRAN,Karun River,A village a short distance from Hesamabad,,FATAL,Y,Bull shark suspected due to freshwater habitat,954 (same day as  1954.00.00.f),Fishing,bull shark
954 (same day as  1954.00.00.f),1954.0,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,Survived,N,Bull shark suspected due to freshwater habitat,954 (same day as  1954.00.00.f),Fishing,bull shark
30-Dec-1953,1953.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",swimming,Left calf lacerated,N,Said to involve a >4 m [13'] shark,Dec,Swiming,said to involve a >4 m [13'] shark
22-Dec-1953,1953.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,swimming,Lacerations to arm,N,,Dec,Swiming,unknown
3-Dec-1953,1953.0,Unprovoked,AUSTRALIA,Queensland,Palm Beach,swimming or wading out  to warn bathers that a shark had been seen,Bruised shoulder chest & foot,N,,Dec,Swiming,unknown
Dec-1953,1953.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,surf skiing,"No Injury, shark charged surfski",N,3.7 [12'] shark,Dec,Surfing,3.7 [12'] shark
Oct-1953,1953.0,Provoked,AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",,"Hit by tail of speared shark, fell & hit head on rock & out cold for 30 minutes  PROVOKED INCIDENT",N,,Oct,Fishing,unknown
27-Sep-1953,1953.0,Unprovoked,PHILIPPINES,Luzon Island,Bohol,,FATAL,Y,,Sep,Fishing,unknown
20-Sep-1953,1953.0,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",scuba diving,No injury,N,,Sep,Diving,unknown
8-Sep-1953,1953.0,Sea Disaster,USA,Georgia,200 miles east of Savannah,aircaft exploded,Hand bitten,N,,Sep,aircaft exploded,unknown
3-Sep-1953,1953.0,Unprovoked,USA,New York,Rockaway Beach,surf fishing,Laceration to right lower leg,N,80-lb sand shark,Sep,Fishing,80-lb sand shark
2-Sep-1953,1953.0,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",crabbing,Leg & foot bitten,N,"Hammerhead shark, 1.5 m [5'] ",Sep,crabbing,"hammerhead shark, 1.5 m [5'] "
Aug-1953,1953.0,Invalid,MEXICO,Guerrero,Acapulco,free diving,No injury,UNKNOWN,Invalid,Aug,Diving,invalid
31-Jul-1953,1953.0,Unprovoked,MEXICO,Colima,Manzanillo,wading,FATAL,Y,,Jul,wading,unknown
26-Jul-1953,1953.0,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",spearfishing,"FATAL, thigh bitten",Y,3 m [10'] shark seen in vicinity,Jul,Fishing,3 m [10'] shark seen in vicinity
-Jul-1953,1953.0,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",fishing from market fishboat sea spray,Arm bitten by hooked shark PROVOKED INCIDENT,N,,Jul,Fishing,unknown
5-Jul-1953,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",standing,Lower left leg severely bitten,N,,Jul,standing,unknown
-Jul-1953,1953.0,Sea Disaster,PACIFIC OCEAN,330 to 350 miles east of Wake Island,,royal hawaiian skymaster dc-6b aircraft went down with  58 passenger & crew,Recuers fought sharks for the bodies,N,,Jul,royal hawaiian skymaster dc-6b aircraft went down with  58 passenger & crew,unknown
9-Jul-1953,1953.0,Boating,CANADA,Nova Scotia,"Fourchu, Cape Breton Island",fishing for lobsters,Burns drowned as result of attack on boat,N,"White shark, 3.7 m [12'], 500 to 500-kg [1,200 lb], identified by W. C. Shroeder based on tooth fragment ebedded in gunwale",Jul,Fishing,white shark
4-Jul-1953,1953.0,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,accidentally dragged overboard from the sampan holokahana into school of yellowfin tuna,"Shark made 3 passes at him, lacerating his calf, shin and ankle ",N,,Jul,accidentally dragged overboard from the sampan holokahana into school of yellowfin tuna,unknown
-Jul-1953,1953.0,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore ,retrieving bait box that had fallen overboard,Hand severely bitten,N,,Jul,retrieving bait box that had fallen overboard,unknown
Jun-1953,1953.0,Provoked,AUSTRALIA,Queensland,,landing hooked shark in boat,Right forearm & hand bitten PROVOKED INCIDENT,N,"2 m [6'9""] shark ",Jun,landing hooked shark in boat,"2 m [6'9""] shark "
7-Apr-1953,1953.0,Boating,AUSTRALIA,New South Wales,1.5 miles off shore,,"No injury to occupant. As engine started, shark hit boat, breaking one of boat�s ribs in 3 places & stoving in 2 planks",N,,Apr,Fishing,unknown
4-Apr-1953,1953.0,Unprovoked,USA,Texas,South Padre Island,swimming,Lacerations to right foot,N,,Apr,Swiming,unknown
Apr-1953,1953.0,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",,Arm severed,N,"1.5 m [5'] shark, probable bull shark",Apr,Fishing,bull shark
Apr-1953,1953.0,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",swimming in midriver near sewage outlet & 400 m from a slaughterhouse,Right forearm severed at the elbow,N,"1.5 m [5'] shark, probable bull shark",Apr,Swiming,bull shark
Mar-1953,1953.0,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, Collaroy",spearfishing,Arm lacerated,N,,Mar,Fishing,unknown
9-Mar-1953,1953.0,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",spearfishing,Abrasion,N,8' shark,Mar,Fishing,8' shark
Mar-1953,1953.0,Sea Disaster,INDIAN OCEAN,,Between Straits of Malacca and Sri Lanka,adrift on a 4'  raft for 32 days,Sharks attacked raft & consumed the body of Ericsson after he died,Y,,Mar,adrift on a 4'  raft for 32 days,unknown
Mar-1953,1953.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",went over side of boat at trochus ground,"FATAL, arm & leg severed & shark smashed at his body with its tail  ",Y,Tiger shark,Mar,went over side of boat at trochus ground,tiger shark
8-Feb-1953,1953.0,Provoked,USA,Hawaii,"Barber�s Point, O'ahu",bitten while cutting shark from net,Hand bitten  PROVOKED INCIDENT  ,N,,Feb,bitten while cutting shark from net,unknown
5-Feb-1953,1953.0,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,spearfishing,"Shark tore off face mask, diver�s face, nose & chin lacerated",N,Wobbegong shark,Feb,Fishing,wobbegong shark
Feb-1953,1953.0,Unprovoked,AUSTRALIA,,,spearfishing,Foot bitten,N,Wobbegong shark,Feb,Fishing,wobbegong shark
20-Jan-1953,1953.0,Provoked,AUSTRALIA,South Australia,Largs Bay,fishing,Finger bitten by hooked shark PROVOKED INCIDENT,N,,Jan,Fishing,unknown
8-Jan-1953,1953.0,Boating,AUSTRALIA,Tasmania,Wynyard,fishing,"No injury to occupant, shark charged boat",N,10' to 12' shark,Jan,Fishing,10' to 12' shark
953,1953.0,Unprovoked,AUSTRALIA,,,spearfishing,Kneecap bitten,N,Wobbegong shark,953,Fishing,wobbegong shark
953,1953.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Kahuli, Buka Island",washing,"FATAL, torso bitten",Y,,953,washing,unknown
953,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",standing,Leg lacerated thigh to ankle,N,,953,standing,unknown
24-Dec-1952,1952.0,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near Melbourne",lying prone on surfboard,"No injury, board bumped by shark",N,,Dec,Surfing,unknown
21-Dec-1952,1952.0,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,"fishing, setting nets",Bitten on thigh and buttocks,N,2.4 m [8'] shark,Dec,Fishing,2.4 m [8'] shark
4-Dec-1962,1952.0,Invalid,GUATEMALA,,,air disaster,It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark,UNKNOWN,Shark involvement prior to death was not confirmed,Dec,air disaster,shark involvement prior to death was not confirmed
4-Aug-1952,1952.0,Provoked,ITALY,Genoa  Province,Riva Trigoso,fishing,Bitten by hooked shark                      PROVOKED INCIDENT,N,200-lb shark,Aug,Fishing,200-lb shark
3-Aug-1952,1952.0,Unprovoked,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",swimming,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,,Aug,Swiming,unknown
7-Dec-1952,1952.0,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",body surfing & treading water,"FATAL, leg lacerated  ",Y,"White shark,4.6 m [15'] ",Dec,Surfing,white shark
3-Dec-1952,1952.0,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",swimming from fishing boat setting nets,"FATAL, left arm severed below the elbow ",Y,>6.7 m [22']  shark,Dec,Fishing,>6.7 m [22']  shark
2-Oct-1952,1952.0,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,fishing,Right thigh bitten ,N,,Oct,Fishing,unknown
-Aug-1952,1952.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Nelson�s Rock,,"Possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female Zambesi shark ",UNKNOWN,Shark involvement prior to death was not confirmed,Aug,Fishing,shark involvement prior to death was not confirmed
5-Aug-1952,1952.0,Provoked,ITALY,Teramo,Giulianova,fishing,Multiple injuries PROVOKED INCIDENT,Y,2m shark,Aug,Fishing,2m shark
27-Jul-1952,1952.0,Boating,USA,Florida,"Panacea, Wakulla County",fishing for trout ,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,N,"Hammerhead shark, 5' ",Jul,Fishing,"hammerhead shark, 5' "
27-Jul-1952,1952.0,Provoked,USA,South Carolina,Seabrook Beach,fishing,Finger bitten by hooked shark PROVOKED INCIDENT,N,a small shark',Jul,Fishing,a small shark'
27-Jul-1952,1952.0,Provoked,USA,South Carolina,Seabrook Beach,fishing,Thumb bitten by hooked shark PROVOKED INCIDENT,N,a small shark',Jul,Fishing,a small shark'
27-Jul-1952,1952.0,Sea Disaster,USA,California,"Off Santa Monica, Los Angeles County",boat exploded,FATAL & some of the survivors were bitten by sharks  ,Y,,Jul,boat exploded,unknown
3-Jul-1952,1952.0,Provoked,USA,California,"San Diego, San Diego County",fishing,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,,Jul,Fishing,unknown
5-Jul-1952,1952.0,Unprovoked,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland ","spearfishing, carrying fish on spear",Leg lacerated & bone fractured ,N,"Tiger shark, 1.5 m [5'] ",Jul,Fishing,tiger shark
27-May-1952,1952.0,Unprovoked,USA,California,"Imperial Beach, San Diego County",swimming on surface,Foot & swimfin bitten,N,"White shark, 2 m to 4 m [6'9"" to 13'] ",May,Swiming,white shark
7-May-1952,1952.0,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,"fishing, standing in water washing fish",Lacerations to 2 fingers & knuckles abraded,N,"Carpet shark, 5' ",May,Fishing,"carpet shark, 5' "
May-1952,1952.0,Unprovoked,INDIA,,Off Trivandrum (west coast),"fishing, standing in water next to purse net",Lower leg lacerated,N,"""A 2' (0.6 m) brown shark""",May,Fishing,"""a 2' (0.6 m) brown shark"""
-Apr-1952,1952.0,Boating,AUSTRALIA,South Australia,Streaky Bay,fishing for white sharks,No injury to fisherman Alf Dean & other occupants;,N,"White shark, 15'3"", 2,333-lb ",Apr,Fishing,white shark
Apr-1952,1952.0,Provoked,SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",spearfishing,Right forearm lacerated by speared shark PROVOKED INCIDENT,N,"a ""small slim brown shark""",Apr,Fishing,"a ""small slim brown shark"""
30-Mar-1952,1952.0,Unprovoked,NETHERLANDS ANTILLES,Curacao,,went to aid of child being menaced by the shark,"Buttock bitten, tissue removed",N,"Bull shark, 2.7 m [9'] was captured & dragged on the sand where tissue taken from Eggink was found in its gut. Species identification  was made by S. Springer based on 4 photographs of the shark. ",Mar,went to aid of child being menaced by the shark,bull shark
23-Jan-1952,1952.0,Provoked,MAURITIUS,Port Louis Province,Port Louis,"spearfishing, speared a small shark",Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT,N,,Jan,Fishing,unknown
7-Jan-1952,1952.0,Unprovoked,AUSTRALIA,New South Wales,Evans Head,surfing,Bitten on left calf and ankle,N,8' shark,Jan,Surfing,8' shark
952-1954,1952.0,Unprovoked,LIBERIA,Montserrado,"West Breakwater, Monrovia / Freeport","diving, recovering fish killed by dynamite",FATAL,Y,,952-1954,Fishing,unknown
952,1952.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,spearfishing,"Arm bitten, surgically amputated",N,,952,Fishing,unknown
952,1952.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",spearfishing,"FATAL,  ""No remains""",Y,"""Attacked by a number of sharks""",952,Fishing,"""attacked by a number of sharks"""
952,1952.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Samo Plantation, east coast ",spearfishing,"FATAL, lower abdomen removed ",Y,,952,Fishing,unknown
952,1952.0,Unprovoked,USA,Florida,Near Key West,swimming,"FATAL, groin bitten ",Y,,952,Swiming,unknown
21-Dec-195,1951.0,Unprovoked,MOZAMBIQUE,Bay of Maputu,Catembe ,swimming,"FATAL, right leg, thighs & hands bitten  ",Y,,Dec,Swiming,unknown
